ID,AGE,EDUC,MARRIED,KIDS,LIFECL,OCCAT,RISK,HHOUSES,WSAVED,SPENDMOR,NWCAT,INCCL
1582,2,2,1,0,2,3,4,1,3,5,5,5
1583,2,4,1,0,2,1,2,1,3,2,4,5
1584,3,2,1,0,2,1,3,1,3,1,4,4
1585,3,4,1,2,3,2,3,0,3,2,5,5
1586,3,4,1,1,3,1,3,1,3,5,2,4
1587,3,2,1,2,3,1,4,0,3,4,2,3
1588,6,1,2,0,6,3,3,1,3,4,5,5
1589,4,4,1,0,5,1,2,1,3,5,4,5
1590,2,3,2,1,4,1,3,1,2,5,1,2
1591,1,4,1,2,3,1,2,1,3,3,3,4
1592,1,4,1,2,3,1,2,1,3,3,4,4
1593,4,2,1,0,5,1,3,1,1,3,5,4
1594,4,2,2,0,5,1,4,1,3,5,2,3
1595,3,2,2,1,4,1,3,0,2,4,2,5
1596,5,4,2,0,5,1,4,1,2,4,3,4
1597,4,4,1,1,5,2,2,1,2,2,4,5
1598,2,4,1,4,3,2,2,1,3,5,5,5
1599,2,4,1,2,3,1,4,1,3,4,3,4
1600,2,4,1,2,3,1,4,1,3,4,4,4
1601,3,4,2,0,1,1,1,0,1,3,5,5
1602,1,1,1,1,3,1,4,0,2,4,1,3
1603,4,2,2,1,6,3,4,0,3,2,2,4
1604,5,1,1,0,6,3,4,1,3,5,3,3
1605,2,2,2,2,4,3,4,0,1,2,1,2
1606,2,4,2,2,4,1,3,1,3,4,3,4
1607,2,4,2,2,4,1,3,1,3,4,2,4
1608,6,2,2,0,6,3,4,1,1,3,4,2
1609,3,1,2,0,1,3,4,0,1,5,1,2
1610,5,2,1,0,5,1,3,1,3,5,3,3
1611,5,2,1,0,5,1,3,1,3,5,3,4
1612,2,2,1,2,3,1,4,1,3,5,2,5
1613,2,2,1,2,3,1,4,1,3,5,2,4
1614,3,4,1,1,3,2,2,1,3,5,5,5
1615,4,3,1,0,5,1,3,1,3,4,4,4
1616,2,1,1,2,3,3,4,0,3,5,3,4
1617,2,2,1,3,3,1,4,1,3,4,2,4
1618,1,3,2,0,1,4,3,0,3,5,2,2
1619,4,3,1,0,5,2,2,1,3,5,5,5
1620,1,2,2,1,4,1,4,0,3,3,1,1
1621,1,2,2,1,4,1,4,0,3,3,1,2
1622,4,4,1,2,5,1,3,1,3,4,5,5
1623,2,2,2,0,1,1,2,1,3,4,4,5
1624,3,4,1,3,3,2,3,1,3,2,5,5
1625,1,1,1,4,3,4,3,0,2,4,1,1
1626,4,2,1,0,5,2,4,1,3,2,4,5
1627,4,2,1,0,5,2,4,1,3,2,3,5
1628,2,2,1,2,3,1,4,1,3,1,1,3
1629,3,1,1,2,3,1,4,1,3,2,2,3
1630,2,4,2,4,4,1,4,1,1,5,2,2
1631,2,4,1,1,3,1,3,1,3,4,5,4
1632,2,4,1,1,3,1,3,1,3,4,4,5
1633,2,4,1,1,3,1,3,1,3,4,4,4
1634,2,4,1,1,3,1,3,1,3,4,5,5
1635,4,1,1,0,6,3,3,1,2,4,3,2
1636,4,1,1,0,6,3,3,1,2,4,2,3
1637,3,1,2,3,4,1,4,1,3,4,3,3
1638,3,2,2,0,1,1,3,1,2,2,2,2
1639,1,3,2,0,1,1,4,0,1,2,2,2
1640,6,4,2,0,6,3,4,1,3,3,3,4
1641,2,2,1,2,3,1,4,0,3,2,1,3
1642,4,3,2,0,5,1,3,0,3,5,2,3
1643,4,3,2,0,5,1,3,0,3,5,2,4
1644,2,2,2,0,1,4,4,0,1,4,1,2
1645,4,3,1,1,5,1,1,1,3,3,4,5
1646,3,4,2,1,4,2,2,1,3,5,5,5
1647,4,4,1,2,5,2,2,1,3,2,5,5
1648,1,2,2,2,4,1,4,0,1,3,1,3
1649,2,4,2,0,1,2,2,1,3,4,3,4
1650,2,4,2,0,1,2,2,1,3,4,4,4
1651,2,3,1,2,3,1,2,1,3,5,2,5
1652,4,3,1,0,5,1,2,1,3,4,3,5
1653,5,4,2,0,6,3,4,1,3,3,5,4
1654,4,4,1,3,5,2,2,1,3,4,5,5
1655,2,3,1,1,3,1,2,1,3,4,2,4
1656,2,4,1,2,3,2,1,0,3,5,5,5
1657,5,3,1,0,6,3,3,1,3,4,4,4
1658,4,2,1,0,5,1,3,1,3,2,3,4
1659,4,4,1,0,6,3,2,1,3,2,5,5
1660,1,4,1,1,3,1,3,1,2,1,2,4
1661,2,4,1,3,3,1,1,1,3,1,5,5
1662,3,2,2,0,1,1,2,1,3,4,3,4
1663,4,4,2,0,6,3,3,1,3,5,3,4
1664,2,3,1,1,3,1,4,1,1,1,2,4
1665,4,4,1,1,5,2,2,1,3,2,5,4
1666,4,2,2,0,6,3,4,1,2,5,2,2
1667,5,2,2,0,5,1,3,1,2,5,4,4
1668,1,1,1,5,3,2,3,1,2,5,3,3
1669,2,1,2,6,4,4,4,0,2,2,1,3
1670,6,2,1,0,5,2,2,1,3,5,5,5
1671,2,4,2,2,4,3,4,0,2,5,1,2
1672,2,3,2,0,1,1,2,0,3,2,1,3
1673,3,2,1,0,2,2,4,1,3,3,5,4
1674,3,2,1,0,2,1,2,1,3,4,3,4
1675,2,4,2,1,4,1,3,1,3,2,2,4
1676,3,4,1,1,3,1,1,1,3,5,4,5
1677,1,4,1,0,2,1,3,0,3,4,2,5
1678,4,4,1,0,6,3,2,1,3,5,5,5
1679,3,2,1,0,2,1,3,1,3,4,4,5
1680,4,2,1,0,6,3,2,1,2,4,3,4
1681,4,2,1,0,6,3,2,1,2,4,3,5
1682,4,2,1,0,6,3,2,1,2,4,2,4
1683,3,4,1,2,3,2,2,1,3,4,5,5
1684,4,4,1,0,5,2,3,1,1,4,5,5
1685,4,2,1,0,6,3,3,1,3,2,4,4
1686,1,3,1,0,2,1,1,0,3,3,1,3
1687,2,4,2,0,1,1,2,1,3,2,5,4
1688,5,4,1,0,6,3,3,1,3,5,5,4
1689,1,3,2,2,4,1,3,0,3,5,1,4
1690,5,4,1,0,5,1,2,1,3,2,5,5
1691,3,2,1,6,3,1,4,1,3,5,3,5
1692,3,2,1,6,3,1,4,1,3,5,2,5
1693,4,4,1,0,6,3,3,1,3,3,5,5
1694,3,4,1,0,2,1,4,0,3,4,1,4
1695,2,4,1,3,3,1,3,1,3,4,3,4
1696,2,3,2,2,4,1,4,1,3,4,1,2
1697,2,4,1,0,2,1,3,0,3,3,1,4
1698,4,4,1,0,5,2,1,1,1,1,5,5
1699,2,2,2,0,1,3,4,0,2,5,1,2
1700,2,2,2,0,1,3,4,0,2,5,2,2
1701,4,4,1,1,5,1,2,1,3,3,5,5
1702,3,2,1,0,2,1,3,1,1,5,1,3
1703,3,2,1,0,2,1,3,1,1,5,2,3
1704,2,3,1,2,3,1,3,1,2,2,3,5
1705,3,2,1,1,3,2,3,1,2,4,2,5
1706,4,3,1,0,5,2,2,1,3,3,5,5
1707,2,2,1,2,3,2,3,1,3,4,4,5
1708,1,4,1,0,2,1,2,0,3,2,3,5
1709,4,3,2,0,5,1,4,1,3,5,2,2
1710,4,3,2,0,5,1,4,1,3,5,2,3
1711,2,2,1,2,3,1,4,1,2,2,3,5
1712,3,4,1,2,3,2,4,1,1,4,3,5
1713,4,4,2,0,6,3,4,1,2,4,3,2
1714,2,2,1,0,2,1,4,0,3,5,1,4
1715,1,2,2,1,4,1,3,0,1,4,1,2
1716,4,1,1,3,5,2,3,1,3,4,5,5
1717,1,3,1,1,3,1,4,0,3,5,1,4
1718,5,4,2,0,5,1,2,1,3,4,4,4
1719,3,4,2,0,1,1,3,0,2,5,2,4
1720,5,2,2,2,5,2,4,1,1,5,2,2
1721,2,4,1,3,3,2,1,1,3,2,5,5
1722,6,1,2,0,6,3,4,0,3,5,2,2
1723,2,4,1,2,3,1,3,1,2,1,5,5
1724,5,1,2,0,6,3,4,1,2,5,4,3
1725,2,4,1,2,3,1,2,1,3,4,3,5
1726,2,4,1,2,3,1,2,1,3,4,4,4
1727,5,3,1,0,5,2,4,1,3,5,4,5
1728,5,3,1,0,5,2,4,1,3,5,4,4
1729,5,3,1,0,5,2,4,1,3,5,5,3
1730,4,2,1,0,5,1,3,1,2,5,3,5
1731,4,2,1,0,5,1,3,1,2,5,4,5
1732,6,2,1,0,6,3,4,1,1,4,4,4
1733,6,2,1,0,6,3,4,1,1,4,4,3
1734,1,4,2,0,1,1,2,1,3,4,3,5
1735,5,4,1,0,6,3,3,1,3,4,4,3
1736,5,4,1,0,6,3,3,1,3,4,5,3
1737,4,4,2,0,6,4,3,1,3,2,5,5
1738,1,3,1,1,3,1,3,1,3,4,5,5
1739,4,2,2,2,5,1,4,1,3,5,2,3
1740,4,4,1,1,5,1,3,1,3,3,4,5
1741,3,3,1,1,3,1,3,1,3,4,4,5
1742,3,2,2,2,4,1,2,1,1,1,2,4
1743,3,2,2,2,4,1,2,1,1,1,1,4
1744,1,4,2,3,4,1,4,0,3,4,1,2
1745,3,2,2,0,1,3,3,0,3,5,1,1
1746,5,4,2,0,5,2,3,1,3,2,5,5
1747,2,2,2,1,4,1,4,0,2,4,1,3
1748,4,3,1,1,5,2,4,1,3,5,5,5
1749,1,1,1,3,3,1,4,0,2,2,1,3
1750,6,4,2,0,6,3,4,1,3,4,2,3
1751,6,4,2,0,6,3,4,1,3,4,3,3
1752,1,1,1,4,3,1,2,1,2,4,2,3
1753,3,3,1,2,3,1,4,1,2,5,2,3
1754,3,3,1,2,3,1,4,1,2,5,2,4
1755,6,1,1,0,6,3,3,1,1,1,3,2
1756,1,4,2,0,1,1,3,0,3,2,5,5
1757,1,4,2,0,1,1,4,0,1,5,1,2
1758,3,4,2,1,4,1,3,1,3,4,5,5
1759,5,4,1,0,6,3,4,1,3,2,5,5
1760,3,3,1,1,3,1,3,1,3,3,3,5
1761,4,1,1,2,5,1,4,1,1,4,2,4
1762,4,1,1,1,5,1,4,1,3,3,3,3
1763,3,4,1,3,3,2,3,1,1,4,3,4
1764,1,2,1,1,3,1,4,1,3,5,2,4
1765,2,4,1,0,2,1,2,1,3,5,5,4
1766,2,2,1,4,3,1,4,1,3,5,2,4
1767,2,2,1,4,3,1,4,1,3,5,2,3
1768,6,3,1,0,6,3,3,1,2,4,3,2
1769,2,4,2,0,1,2,3,1,2,4,3,4
1770,6,1,2,0,6,3,4,1,3,4,2,3
1771,4,4,1,4,5,1,3,1,1,5,5,3
1772,6,4,1,0,6,3,2,1,2,1,5,5
1773,3,4,1,3,3,2,3,1,3,1,5,5
1774,5,2,1,0,5,1,4,1,1,4,2,3
1775,3,2,1,2,3,2,2,1,3,4,4,4
1776,3,2,1,2,3,2,2,1,3,4,3,4
1777,6,4,2,0,5,2,4,1,3,4,5,5
1778,2,4,1,1,3,1,4,1,3,4,3,3
1779,5,1,1,0,5,1,3,0,2,3,1,4
1780,5,1,1,0,5,1,3,0,2,3,1,3
1781,5,3,1,0,6,3,2,1,3,4,1,4
1782,3,4,1,2,3,2,2,1,3,4,4,4
1783,3,4,2,2,4,4,4,1,2,1,5,5
1784,3,4,1,2,3,1,3,1,2,2,3,5
1785,3,4,1,2,3,1,3,1,2,2,4,5
1786,6,2,2,0,6,3,4,0,1,5,3,2
1787,6,2,2,0,6,3,4,0,1,5,2,2
1788,6,2,2,0,6,3,4,0,1,5,3,3
1789,3,4,1,1,3,1,2,1,3,4,3,4
1790,4,1,1,1,5,1,4,1,2,5,3,3
1791,5,3,1,0,6,3,2,1,3,2,5,5
1792,1,2,2,2,4,1,4,0,2,4,1,2
1793,4,2,1,0,5,2,2,1,2,4,4,5
1794,3,1,2,0,1,3,2,1,3,4,1,1
1795,3,1,2,0,1,3,2,1,3,4,2,1
1796,1,1,2,4,4,1,4,0,3,1,1,1
1797,2,2,1,4,3,1,2,1,2,3,2,3
1798,6,2,1,0,6,3,4,0,2,5,1,2
1799,3,4,2,0,1,2,2,0,3,5,5,5
1800,3,4,1,3,3,1,2,1,3,4,4,4
1801,3,4,1,3,3,1,2,1,3,4,5,4
1802,2,4,1,2,3,1,3,1,3,5,5,5
1803,5,3,1,0,6,3,3,1,3,5,4,4
1804,3,2,2,0,1,1,3,0,3,5,1,4
1805,6,2,2,0,6,3,3,0,1,4,1,3
1806,4,3,2,3,6,3,3,1,1,1,2,3
1807,4,4,1,0,5,1,3,1,2,5,5,5
1808,1,3,1,1,3,1,3,1,3,1,3,5
1809,3,4,2,0,1,1,3,1,3,3,3,4
1810,1,4,2,0,1,1,3,1,3,4,2,3
1811,1,4,2,0,1,1,3,1,3,4,2,4
1812,4,4,2,0,5,1,3,0,3,4,1,3
1813,4,2,2,0,5,1,4,1,1,5,3,3
1814,2,4,2,0,1,1,4,1,3,3,3,4
1815,5,4,1,0,6,3,3,1,2,2,5,5
1816,2,4,2,0,1,1,3,1,3,3,2,3
1817,3,4,1,1,3,1,3,0,1,4,1,4
1818,3,2,1,5,3,1,4,1,3,5,2,4
1819,3,2,1,5,3,1,4,1,3,5,3,4
1820,3,2,1,1,3,1,3,1,2,4,3,4
1821,2,4,1,4,3,1,3,1,3,3,3,5
1822,2,4,1,4,3,1,3,1,3,3,4,5
1823,2,3,1,5,3,1,2,1,3,4,5,5
1824,2,2,2,2,4,1,4,0,1,1,2,3
1825,4,2,1,0,5,1,3,1,3,4,3,5
1826,4,2,1,0,5,1,3,1,3,4,4,5
1827,4,4,1,2,6,3,4,1,3,1,4,5
1828,3,4,2,0,1,1,3,1,3,2,5,4
1829,2,1,1,1,3,1,4,0,3,2,2,3
1830,4,3,2,0,5,1,3,1,1,5,2,2
1831,4,3,2,0,5,1,3,1,1,5,1,2
1832,4,3,1,1,5,1,2,1,3,4,4,5
1833,6,2,2,0,5,2,1,1,3,1,3,3
1834,1,3,1,2,3,1,4,0,2,3,1,4
1835,1,3,1,2,3,1,2,0,3,1,1,3
1836,2,2,2,3,4,1,4,0,1,3,1,2
1837,6,4,1,0,6,3,3,0,3,2,3,4
1838,6,4,1,0,6,3,3,0,3,2,4,4
1839,1,2,2,2,4,1,4,1,1,1,1,2
1840,1,2,2,2,4,1,4,1,1,1,1,3
1841,4,4,1,0,5,1,2,1,3,5,5,5
1842,2,4,1,2,3,2,2,1,3,4,5,5
1843,6,4,1,0,6,3,4,1,2,4,2,3
1844,2,4,1,3,3,1,3,1,3,2,3,5
1845,4,4,2,0,5,2,2,1,3,3,5,5
1846,3,2,1,1,3,1,3,1,3,4,4,5
1847,2,3,2,0,1,1,3,1,3,4,3,4
1848,1,1,1,4,3,1,4,0,3,4,1,2
1849,4,4,1,0,5,2,3,1,2,4,5,5
1850,4,3,1,0,5,1,3,1,3,5,4,5
1851,5,4,1,0,5,1,3,1,2,3,4,3
1852,5,4,2,0,6,3,4,0,3,3,3,2
1853,5,4,2,0,6,3,4,0,3,3,3,3
1854,1,4,2,0,1,1,3,0,3,5,1,4
1855,1,2,2,3,4,1,4,0,1,2,1,3
1856,1,4,1,0,2,1,3,0,3,4,2,4
1857,4,2,1,1,5,2,2,1,3,2,5,5
1858,2,4,1,0,2,1,3,1,3,4,2,4
1859,3,3,2,0,1,1,3,0,2,4,1,4
1860,5,4,2,0,6,3,3,0,3,2,4,4
1861,5,4,1,1,5,2,3,1,1,2,5,3
1862,4,2,2,0,5,1,4,1,3,3,3,3
1863,3,4,1,0,2,2,2,1,3,3,5,5
1864,1,4,2,0,1,1,3,0,3,3,1,3
1865,2,4,1,4,3,2,4,1,3,5,5,5
1866,3,2,2,2,4,1,3,0,1,2,1,2
1867,4,2,1,1,5,1,2,1,3,4,4,4
1868,5,4,1,0,6,3,4,1,2,5,2,1
1869,5,2,2,0,6,3,4,0,3,5,1,2
1870,5,2,2,0,6,3,4,0,3,5,1,3
1871,4,4,2,0,5,1,3,0,3,5,1,3
1872,1,2,2,3,4,1,3,1,1,3,2,3
1873,1,2,1,1,3,1,4,0,3,2,1,1
1874,2,4,2,0,1,1,3,0,3,2,3,3
1875,2,4,2,0,1,1,3,0,3,2,2,3
1876,2,3,2,2,4,2,4,0,2,1,1,3
1877,2,4,1,0,2,1,3,1,3,3,4,5
1878,2,2,1,4,3,1,2,1,3,4,5,4
1879,1,4,1,2,3,1,1,1,3,4,3,5
1880,2,4,2,0,1,1,3,1,3,4,4,5
1881,2,2,1,4,3,2,3,1,3,4,5,5
1882,2,2,1,3,3,1,4,0,3,3,1,3
1883,3,4,1,1,3,2,2,1,2,5,5,5
1884,2,3,1,0,2,2,2,1,3,4,5,5
1885,1,2,1,1,3,1,2,1,3,4,2,4
1886,3,2,1,1,3,1,2,1,3,3,4,5
1887,3,4,1,2,3,4,2,0,3,2,5,5
1888,4,2,1,0,5,1,3,1,2,5,3,4
1889,5,1,1,0,6,3,4,1,2,2,2,4
1890,5,1,1,0,6,3,4,1,2,2,3,3
1891,1,2,1,2,3,1,4,1,3,4,2,4
1892,4,4,1,1,5,2,3,1,3,5,5,5
1893,3,4,1,2,3,3,3,1,3,5,5,5
1894,2,2,1,3,3,2,4,0,3,4,5,1
1895,1,4,1,0,2,3,3,1,3,5,2,4
1896,1,4,1,0,2,3,3,1,3,5,1,4
1897,1,4,2,0,1,4,4,0,3,3,2,1
1898,1,4,2,0,1,4,4,0,3,3,1,1
1899,1,4,2,0,1,1,2,1,3,2,1,4
1900,1,4,1,1,3,1,1,1,3,3,3,5
1901,4,2,1,0,5,1,2,1,3,5,5,5
1902,3,4,1,1,3,1,2,1,3,5,4,5
1903,1,3,2,0,1,1,3,0,3,4,3,4
1904,3,1,1,2,3,2,4,1,3,5,5,5
1905,4,2,1,0,6,3,4,1,3,3,3,3
1906,4,1,1,0,6,3,4,1,3,3,3,3
1907,4,4,1,0,6,3,4,1,3,3,3,3
1908,1,2,1,3,3,1,4,0,3,5,1,4
1909,1,2,1,3,3,1,4,0,3,5,2,4
1910,3,2,1,2,3,2,1,1,3,4,5,5
1911,6,4,1,0,6,3,3,1,2,2,4,4
1912,2,2,1,2,3,1,3,1,1,5,1,4
1913,2,2,1,2,3,1,3,1,1,5,1,5
1914,3,4,1,0,2,2,1,1,2,1,5,5
1915,4,2,2,1,5,1,4,0,3,4,2,4
1916,4,4,1,0,6,3,2,1,2,5,3,5
1917,1,4,1,0,2,1,3,0,3,1,3,5
1918,2,2,1,2,3,4,4,0,1,4,1,3
1919,4,2,1,0,5,1,3,1,3,2,5,4
1920,4,2,1,0,5,1,3,1,3,2,4,4
1921,4,1,2,0,6,3,4,1,2,3,2,2
1922,4,1,2,0,6,3,4,1,2,3,2,3
1923,3,2,1,2,3,2,4,1,3,5,5,5
1924,1,4,2,1,4,1,4,0,3,3,2,4
1925,1,4,2,1,4,1,4,0,3,3,1,4
1926,3,3,2,1,4,1,3,1,2,5,2,4
1927,4,4,1,1,5,1,2,1,3,2,5,5
1928,3,4,1,1,3,1,2,1,3,4,4,5
1929,5,4,1,0,5,2,3,1,2,4,5,5
1930,6,2,2,0,6,3,4,1,2,5,3,2
1931,3,3,2,1,4,1,4,0,2,4,1,3
1932,3,4,1,1,3,1,3,1,1,3,4,5
1933,3,4,1,1,3,1,3,1,1,3,4,3
1934,2,1,1,2,3,1,3,0,3,5,1,3
1935,2,4,1,2,3,1,3,1,3,4,3,4
1936,5,4,1,0,5,2,3,1,3,5,4,5
1937,1,3,1,0,2,1,2,1,3,4,3,4
1938,2,4,1,3,3,2,3,1,2,5,3,4
1939,2,4,1,2,3,1,3,1,2,4,3,5
1940,3,4,1,0,2,2,4,1,3,5,5,5
1941,3,4,2,1,4,1,1,1,1,5,5,4
1942,3,4,2,1,4,1,1,1,1,5,4,4
1943,3,4,2,1,4,1,1,1,1,5,3,4
1944,4,4,1,0,5,4,1,1,1,5,4,3
1945,4,4,1,0,5,4,1,1,1,5,3,3
1946,4,4,1,0,5,4,1,1,1,5,5,3
1947,4,4,1,0,5,4,1,1,1,5,3,2
1948,4,4,1,0,5,4,1,1,1,5,4,2
1949,4,1,2,0,5,4,4,0,3,2,1,1
1950,4,4,2,0,5,1,2,1,3,5,5,5
1951,3,3,1,1,3,2,4,1,3,4,2,3
1952,2,4,2,2,4,1,3,1,3,2,2,4
1953,2,4,1,2,3,1,3,1,1,1,3,5
1954,2,4,1,3,3,1,3,1,2,4,2,4
1955,2,4,1,2,3,1,1,1,3,5,3,5
1956,1,2,1,3,3,2,3,1,3,3,2,4
1957,1,2,2,3,4,1,4,0,2,4,1,2
1958,4,3,2,0,5,2,3,1,3,4,3,3
1959,4,2,2,1,5,1,3,1,3,5,4,4
1960,4,4,1,0,5,1,3,1,3,4,5,4
1961,4,3,2,0,5,1,1,1,2,4,3,3
1962,2,1,2,2,4,1,4,0,2,3,1,2
1963,4,3,1,0,6,3,3,1,2,2,1,2
1964,6,4,1,0,6,3,4,1,3,3,5,5
1965,3,4,1,4,3,2,3,1,1,4,5,5
1966,2,3,1,1,3,1,3,1,3,5,3,4
1967,5,4,1,0,5,2,1,1,3,2,5,5
1968,4,4,2,0,6,3,2,1,1,2,4,1
1969,3,4,1,3,3,1,2,1,3,4,3,5
1970,4,3,2,1,5,1,3,0,2,4,2,4
1971,1,2,1,0,2,2,3,1,3,4,3,3
1972,3,4,1,0,2,1,3,0,2,5,3,5
1973,2,2,1,1,3,1,3,0,2,5,1,4
1974,4,2,1,0,5,1,2,1,2,1,1,4
1975,2,2,2,0,1,1,4,0,3,4,1,3
1976,2,3,1,1,3,1,1,1,2,4,2,4
1977,2,3,1,1,3,1,1,1,2,4,2,5
1978,3,3,1,1,3,3,3,1,1,2,2,2
1979,3,3,1,1,3,3,3,1,1,2,2,3
1980,1,3,2,0,1,1,3,0,3,3,2,2
1981,4,3,1,0,5,2,3,1,3,2,4,5
1982,4,3,1,0,5,2,1,1,3,5,5,5
1983,6,2,2,0,6,3,4,1,2,4,5,5
1984,1,2,2,0,1,4,2,0,2,5,1,1
1985,5,3,1,0,5,2,1,1,3,1,5,5
1986,4,4,1,0,6,3,2,1,3,4,5,4
1987,1,4,2,0,1,1,2,0,2,3,2,4
1988,1,2,2,2,4,1,3,0,3,2,1,2
1989,5,1,2,0,6,3,4,1,3,4,2,3
1990,5,1,2,0,6,3,4,1,3,4,1,3
1991,5,1,2,0,6,3,4,1,3,4,1,2
1992,5,1,2,0,6,3,4,1,3,4,2,2
1993,3,2,1,0,2,2,4,1,1,3,2,4
1994,3,4,1,2,3,1,2,1,3,5,3,5
1995,1,3,2,0,1,4,4,0,3,4,1,1
1996,5,2,2,1,5,3,4,1,3,2,4,4
1997,5,2,2,1,5,3,4,1,3,2,4,5
1998,1,2,1,3,3,1,4,1,3,5,2,3
1999,1,2,1,3,3,1,4,1,3,5,2,4
2000,6,1,2,0,6,3,4,1,2,4,3,2
2001,1,3,2,0,1,1,3,0,2,2,1,1
2002,4,3,1,1,5,2,2,1,3,4,5,5
2003,4,3,1,1,5,2,2,1,3,4,5,4
2004,2,4,1,1,3,1,3,1,3,5,4,5
2005,4,4,1,2,5,1,3,1,3,2,5,5
2006,4,4,1,0,5,1,2,1,3,5,4,4
2007,1,4,1,2,3,1,4,1,3,3,4,3
2008,5,4,1,0,6,3,3,1,3,1,5,5
2009,2,2,1,0,2,3,4,1,3,5,1,2
2010,1,3,1,0,2,1,4,0,1,5,1,3
2011,4,2,1,0,5,2,3,1,3,3,5,5
2012,5,4,1,1,5,1,3,1,3,5,5,5
2013,3,3,1,2,3,2,1,1,3,5,5,5
2014,3,4,1,0,2,2,2,0,2,2,1,3
2015,1,3,1,1,3,1,4,1,3,5,2,4
2016,1,3,1,1,3,1,4,1,3,4,3,4
2017,1,4,2,0,1,1,3,1,3,2,3,4
2018,4,2,2,0,5,1,4,1,2,2,3,4
2019,3,4,2,0,1,1,3,1,3,4,3,5
2020,2,4,1,1,3,1,3,1,3,4,2,4
2021,4,4,1,2,5,1,4,1,2,4,5,5
2022,3,2,1,3,3,1,2,1,1,5,2,4
2023,3,2,1,3,3,1,2,1,1,5,2,3
2024,3,2,1,3,3,1,2,1,1,5,2,5
2025,5,1,1,1,5,1,3,1,2,4,2,3
2026,2,4,1,2,3,2,3,1,3,3,5,5
2027,6,2,1,0,6,3,1,1,1,4,3,2
2028,1,2,1,0,2,1,3,1,2,2,2,4
2029,3,4,1,1,3,1,2,1,3,2,3,4
2030,5,4,2,0,6,3,3,1,2,2,5,5
2031,2,4,1,2,3,2,4,1,3,1,4,5
2032,2,4,1,2,3,2,4,1,3,1,5,5
2033,2,2,1,1,3,1,4,1,2,1,3,4
2034,2,4,1,1,3,1,4,1,2,1,3,4
2035,2,3,1,1,3,1,4,1,2,1,3,4
2036,1,2,1,1,3,1,4,0,3,1,1,3
2037,3,1,1,2,3,1,4,1,2,4,4,4
2038,3,1,1,2,3,1,4,1,2,4,5,4
2039,3,2,1,3,3,2,2,1,3,2,5,5
2040,3,4,1,1,3,1,2,1,3,2,4,4
2041,3,4,1,1,3,1,2,1,3,2,4,5
2042,3,2,1,0,2,1,4,0,3,3,1,3
2043,2,2,2,2,4,4,4,0,2,2,1,2
2044,4,4,2,0,6,3,3,1,3,2,2,4
2045,2,2,1,0,2,1,2,1,2,1,2,3
2046,2,2,1,0,2,1,2,1,2,1,3,3
2047,4,2,1,0,5,2,2,1,3,4,2,4
2048,4,2,1,0,5,2,2,1,3,4,3,4
2049,5,4,1,0,5,2,3,1,3,4,4,5
2050,5,4,1,0,5,2,3,1,3,4,4,4
2051,5,4,1,0,5,2,3,1,3,4,3,3
2052,1,3,2,1,4,4,3,0,2,4,1,2
2053,5,4,1,1,6,3,2,1,3,2,5,1
2054,2,4,1,2,3,2,2,1,3,5,5,5
2055,3,4,2,0,1,1,2,1,1,4,2,4
2056,5,4,2,0,5,2,2,0,3,1,5,5
2057,2,4,1,2,3,2,3,1,3,5,5,5
2058,2,2,1,0,2,1,3,1,3,5,4,5
2059,2,4,1,3,3,1,2,1,3,4,2,4
2060,2,4,1,3,3,1,2,1,3,4,3,4
2061,4,1,1,0,6,3,4,0,2,3,1,3
2062,4,2,1,0,5,2,2,1,3,3,5,5
2063,1,4,1,0,2,1,2,1,3,5,3,5
2064,3,3,1,0,2,1,3,1,2,4,3,3
2065,2,2,1,4,3,1,2,1,2,1,4,4
2066,2,2,1,4,3,1,2,1,2,1,3,4
2067,2,2,1,4,3,1,2,1,2,1,5,4
2068,6,3,1,0,6,3,4,1,3,5,3,2
2069,4,4,1,0,5,2,2,1,3,3,4,4
2070,1,2,1,3,3,1,4,1,3,4,1,3
2071,3,4,1,0,2,3,3,1,3,4,5,5
2072,1,3,1,3,3,1,2,0,2,5,2,2
2073,3,2,1,3,3,3,4,1,2,5,4,4
2074,4,2,2,0,5,1,4,0,2,5,2,3
2075,4,2,2,0,5,1,4,0,2,5,1,3
2076,4,2,2,0,5,1,4,0,2,5,1,2
2077,4,2,2,0,5,1,4,0,2,5,2,2
2078,4,2,1,0,5,1,4,1,3,4,3,4
2079,1,2,1,2,3,1,1,1,2,2,2,3
2080,1,3,1,1,3,2,1,0,3,5,3,5
2081,1,2,1,1,3,1,2,0,3,5,1,4
2082,3,4,1,2,3,2,3,1,3,3,5,5
2083,3,4,1,0,2,3,2,1,1,1,3,4
2084,3,4,1,2,3,1,2,1,3,4,5,5
2085,2,2,2,0,1,1,4,0,1,1,1,1
2086,2,4,2,1,4,1,2,0,3,3,1,3
2087,3,2,1,1,3,1,4,1,3,2,3,4
2088,1,1,1,2,3,1,3,0,3,5,1,3
2089,1,1,1,2,3,1,3,0,3,5,1,4
2090,1,4,2,0,1,1,3,0,3,4,2,2
2091,3,2,1,2,3,2,4,1,1,4,2,3
2092,5,3,2,0,5,2,3,1,2,5,5,5
2093,4,1,2,0,5,2,4,1,2,5,2,2
2094,5,4,1,2,6,3,3,1,3,5,5,5
2095,6,4,2,0,5,2,3,1,2,2,5,5
2096,2,3,2,0,1,1,2,0,3,5,3,3
