BladeName,Family,D,P,c/R,r/R,beta
mae 9.0x6.0,mae,9.0,6.0,0.16,0.3,29.88
mae 9.0x6.0,mae,9.0,6.0,0.166,0.35,28.62
mae 9.0x6.0,mae,9.0,6.0,0.173,0.4,27.54
mae 9.0x6.0,mae,9.0,6.0,0.179,0.45,26.27
mae 9.0x6.0,mae,9.0,6.0,0.183,0.5,24.83
mae 9.0x6.0,mae,9.0,6.0,0.183,0.55,23.12
mae 9.0x6.0,mae,9.0,6.0,0.18,0.6,21.44
mae 9.0x6.0,mae,9.0,6.0,0.173,0.65,19.99
mae 9.0x6.0,mae,9.0,6.0,0.164,0.7,18.79
mae 9.0x6.0,mae,9.0,6.0,0.152,0.75,17.79
mae 9.0x6.0,mae,9.0,6.0,0.14,0.8,17.16
mae 9.0x6.0,mae,9.0,6.0,0.128,0.85,16.47
mae 9.0x6.0,mae,9.0,6.0,0.116,0.9,16.04
mae 9.0x6.0,mae,9.0,6.0,0.096,0.95,16.44
mae 9.0x6.0,mae,9.0,6.0,0.075,1.0,16.87
magf 10.0x6.0,magf,10.0,6.0,0.144,0.15,34.81
magf 10.0x6.0,magf,10.0,6.0,0.149,0.2,37.19
magf 10.0x6.0,magf,10.0,6.0,0.159,0.25,36.17
magf 10.0x6.0,magf,10.0,6.0,0.166,0.3,33.67
magf 10.0x6.0,magf,10.0,6.0,0.169,0.35,30.44
magf 10.0x6.0,magf,10.0,6.0,0.17,0.4,26.94
magf 10.0x6.0,magf,10.0,6.0,0.171,0.45,23.85
magf 10.0x6.0,magf,10.0,6.0,0.171,0.5,21.32
magf 10.0x6.0,magf,10.0,6.0,0.169,0.55,19.16
magf 10.0x6.0,magf,10.0,6.0,0.168,0.6,17.23
magf 10.0x6.0,magf,10.0,6.0,0.165,0.65,15.52
magf 10.0x6.0,magf,10.0,6.0,0.16,0.7,14.07
magf 10.0x6.0,magf,10.0,6.0,0.154,0.75,12.84
magf 10.0x6.0,magf,10.0,6.0,0.146,0.8,11.53
magf 10.0x6.0,magf,10.0,6.0,0.138,0.85,10.48
magf 10.0x6.0,magf,10.0,6.0,0.128,0.9,9.38
magf 10.0x6.0,magf,10.0,6.0,0.111,0.95,8.49
magf 10.0x6.0,magf,10.0,6.0,0.093,1.0,7.63
magf 10.0x8.0,magf,10.0,8.0,0.143,0.15,35.08
magf 10.0x8.0,magf,10.0,8.0,0.148,0.2,37.41
magf 10.0x8.0,magf,10.0,8.0,0.159,0.25,37.08
magf 10.0x8.0,magf,10.0,8.0,0.168,0.3,35.79
magf 10.0x8.0,magf,10.0,8.0,0.173,0.35,33.98
magf 10.0x8.0,magf,10.0,8.0,0.177,0.4,32.05
magf 10.0x8.0,magf,10.0,8.0,0.178,0.45,29.74
magf 10.0x8.0,magf,10.0,8.0,0.178,0.5,27.08
magf 10.0x8.0,magf,10.0,8.0,0.176,0.55,24.4
magf 10.0x8.0,magf,10.0,8.0,0.173,0.6,22.05
magf 10.0x8.0,magf,10.0,8.0,0.17,0.65,20.07
magf 10.0x8.0,magf,10.0,8.0,0.164,0.7,18.27
magf 10.0x8.0,magf,10.0,8.0,0.156,0.75,16.69
magf 10.0x8.0,magf,10.0,8.0,0.148,0.8,15.25
magf 10.0x8.0,magf,10.0,8.0,0.139,0.85,13.91
magf 10.0x8.0,magf,10.0,8.0,0.129,0.9,12.38
magf 10.0x8.0,magf,10.0,8.0,0.111,0.95,11.07
magf 10.0x8.0,magf,10.0,8.0,0.093,1.0,9.79
mas 10.0x5.0,mas,10.0,5.0,0.167,0.15,34.68
mas 10.0x5.0,mas,10.0,5.0,0.165,0.2,33.15
mas 10.0x5.0,mas,10.0,5.0,0.164,0.25,30.95
mas 10.0x5.0,mas,10.0,5.0,0.163,0.3,29.05
mas 10.0x5.0,mas,10.0,5.0,0.163,0.35,27.3
mas 10.0x5.0,mas,10.0,5.0,0.162,0.4,25.55
mas 10.0x5.0,mas,10.0,5.0,0.161,0.45,24.01
mas 10.0x5.0,mas,10.0,5.0,0.159,0.5,22.54
mas 10.0x5.0,mas,10.0,5.0,0.156,0.55,21.17
mas 10.0x5.0,mas,10.0,5.0,0.154,0.6,19.71
mas 10.0x5.0,mas,10.0,5.0,0.149,0.65,18.43
mas 10.0x5.0,mas,10.0,5.0,0.143,0.7,17.06
mas 10.0x5.0,mas,10.0,5.0,0.135,0.75,15.56
mas 10.0x5.0,mas,10.0,5.0,0.125,0.8,13.92
mas 10.0x5.0,mas,10.0,5.0,0.114,0.85,12.2
mas 10.0x5.0,mas,10.0,5.0,0.102,0.9,10.56
mas 10.0x5.0,mas,10.0,5.0,0.086,0.95,8.13
mas 10.0x5.0,mas,10.0,5.0,0.07,1.0,5.65
mas 10.0x7.0,mas,10.0,7.0,0.164,0.15,33.99
mas 10.0x7.0,mas,10.0,7.0,0.164,0.2,32.6
mas 10.0x7.0,mas,10.0,7.0,0.165,0.25,30.85
mas 10.0x7.0,mas,10.0,7.0,0.165,0.3,29.33
mas 10.0x7.0,mas,10.0,7.0,0.164,0.35,27.83
mas 10.0x7.0,mas,10.0,7.0,0.164,0.4,26.53
mas 10.0x7.0,mas,10.0,7.0,0.164,0.45,25.28
mas 10.0x7.0,mas,10.0,7.0,0.162,0.5,23.94
mas 10.0x7.0,mas,10.0,7.0,0.159,0.55,22.58
mas 10.0x7.0,mas,10.0,7.0,0.154,0.6,21.06
mas 10.0x7.0,mas,10.0,7.0,0.148,0.65,19.68
mas 10.0x7.0,mas,10.0,7.0,0.141,0.7,18.44
mas 10.0x7.0,mas,10.0,7.0,0.133,0.75,17.4
mas 10.0x7.0,mas,10.0,7.0,0.124,0.8,16.19
mas 10.0x7.0,mas,10.0,7.0,0.114,0.85,14.9
mas 10.0x7.0,mas,10.0,7.0,0.101,0.9,13.35
mas 10.0x7.0,mas,10.0,7.0,0.079,0.95,9.95
mas 10.0x7.0,mas,10.0,7.0,0.057,1.0,6.36
mas 11.0x6.0,mas,11.0,6.0,0.155,0.15,31.62
mas 11.0x6.0,mas,11.0,6.0,0.153,0.2,30.79
mas 11.0x6.0,mas,11.0,6.0,0.152,0.25,29.07
mas 11.0x6.0,mas,11.0,6.0,0.151,0.3,27.19
mas 11.0x6.0,mas,11.0,6.0,0.151,0.35,25.39
mas 11.0x6.0,mas,11.0,6.0,0.15,0.4,23.63
mas 11.0x6.0,mas,11.0,6.0,0.15,0.45,21.99
mas 11.0x6.0,mas,11.0,6.0,0.149,0.5,20.43
mas 11.0x6.0,mas,11.0,6.0,0.146,0.55,18.9
mas 11.0x6.0,mas,11.0,6.0,0.143,0.6,17.45
mas 11.0x6.0,mas,11.0,6.0,0.138,0.65,16.1
mas 11.0x6.0,mas,11.0,6.0,0.132,0.7,14.7
mas 11.0x6.0,mas,11.0,6.0,0.125,0.75,13.43
mas 11.0x6.0,mas,11.0,6.0,0.116,0.8,12.28
mas 11.0x6.0,mas,11.0,6.0,0.106,0.85,10.97
mas 11.0x6.0,mas,11.0,6.0,0.095,0.9,9.45
mas 11.0x6.0,mas,11.0,6.0,0.075,0.95,7.79
mas 11.0x6.0,mas,11.0,6.0,0.055,1.0,6.11
mas 11.0x7.0,mas,11.0,7.0,0.163,0.15,33.97
mas 11.0x7.0,mas,11.0,7.0,0.16,0.2,32.37
mas 11.0x7.0,mas,11.0,7.0,0.159,0.25,30.04
mas 11.0x7.0,mas,11.0,7.0,0.159,0.3,28.05
mas 11.0x7.0,mas,11.0,7.0,0.16,0.35,26.18
mas 11.0x7.0,mas,11.0,7.0,0.159,0.4,24.33
mas 11.0x7.0,mas,11.0,7.0,0.158,0.45,22.5
mas 11.0x7.0,mas,11.0,7.0,0.157,0.5,20.92
mas 11.0x7.0,mas,11.0,7.0,0.153,0.55,19.54
mas 11.0x7.0,mas,11.0,7.0,0.149,0.6,18.22
mas 11.0x7.0,mas,11.0,7.0,0.143,0.65,17.05
mas 11.0x7.0,mas,11.0,7.0,0.138,0.7,16.06
mas 11.0x7.0,mas,11.0,7.0,0.13,0.75,15.07
mas 11.0x7.0,mas,11.0,7.0,0.121,0.8,13.93
mas 11.0x7.0,mas,11.0,7.0,0.109,0.85,12.81
mas 11.0x7.0,mas,11.0,7.0,0.095,0.9,11.99
mas 11.0x7.0,mas,11.0,7.0,0.075,0.95,10.97
mas 11.0x7.0,mas,11.0,7.0,0.055,1.0,9.92
mas 11.0x8.0,mas,11.0,8.0,0.166,0.15,34.91
mas 11.0x8.0,mas,11.0,8.0,0.165,0.2,33.87
mas 11.0x8.0,mas,11.0,8.0,0.165,0.25,32.22
mas 11.0x8.0,mas,11.0,8.0,0.165,0.3,30.68
mas 11.0x8.0,mas,11.0,8.0,0.164,0.35,29.13
mas 11.0x8.0,mas,11.0,8.0,0.163,0.4,27.99
mas 11.0x8.0,mas,11.0,8.0,0.163,0.45,26.77
mas 11.0x8.0,mas,11.0,8.0,0.161,0.5,25.44
mas 11.0x8.0,mas,11.0,8.0,0.158,0.55,24.01
mas 11.0x8.0,mas,11.0,8.0,0.153,0.6,22.52
mas 11.0x8.0,mas,11.0,8.0,0.147,0.65,20.96
mas 11.0x8.0,mas,11.0,8.0,0.14,0.7,19.49
mas 11.0x8.0,mas,11.0,8.0,0.132,0.75,18.3
mas 11.0x8.0,mas,11.0,8.0,0.123,0.8,16.95
mas 11.0x8.0,mas,11.0,8.0,0.113,0.85,15.53
mas 11.0x8.0,mas,11.0,8.0,0.101,0.9,13.76
mas 11.0x8.0,mas,11.0,8.0,0.082,0.95,11.03
mas 11.0x8.0,mas,11.0,8.0,0.063,1.0,8.25
mas 9.0x5.0,mas,9.0,5.0,0.165,0.15,32.55
mas 9.0x5.0,mas,9.0,5.0,0.162,0.2,31.32
mas 9.0x5.0,mas,9.0,5.0,0.161,0.25,29.47
mas 9.0x5.0,mas,9.0,5.0,0.161,0.3,27.7
mas 9.0x5.0,mas,9.0,5.0,0.16,0.35,26.0
mas 9.0x5.0,mas,9.0,5.0,0.159,0.4,24.49
mas 9.0x5.0,mas,9.0,5.0,0.159,0.45,22.96
mas 9.0x5.0,mas,9.0,5.0,0.157,0.5,21.62
mas 9.0x5.0,mas,9.0,5.0,0.155,0.55,20.39
mas 9.0x5.0,mas,9.0,5.0,0.151,0.6,19.03
mas 9.0x5.0,mas,9.0,5.0,0.146,0.65,17.78
mas 9.0x5.0,mas,9.0,5.0,0.14,0.7,16.76
mas 9.0x5.0,mas,9.0,5.0,0.133,0.75,15.42
mas 9.0x5.0,mas,9.0,5.0,0.125,0.8,14.45
mas 9.0x5.0,mas,9.0,5.0,0.115,0.85,13.25
mas 9.0x5.0,mas,9.0,5.0,0.104,0.9,12.15
mas 9.0x5.0,mas,9.0,5.0,0.08,0.95,10.62
mas 9.0x5.0,mas,9.0,5.0,0.056,1.0,9.06
mas 9.0x7.0,mas,9.0,7.0,0.174,0.15,32.92
mas 9.0x7.0,mas,9.0,7.0,0.17,0.2,32.4
mas 9.0x7.0,mas,9.0,7.0,0.169,0.25,31.44
mas 9.0x7.0,mas,9.0,7.0,0.169,0.3,30.34
mas 9.0x7.0,mas,9.0,7.0,0.169,0.35,29.05
mas 9.0x7.0,mas,9.0,7.0,0.169,0.4,27.66
mas 9.0x7.0,mas,9.0,7.0,0.168,0.45,26.33
mas 9.0x7.0,mas,9.0,7.0,0.166,0.5,24.93
mas 9.0x7.0,mas,9.0,7.0,0.164,0.55,23.62
mas 9.0x7.0,mas,9.0,7.0,0.161,0.6,22.24
mas 9.0x7.0,mas,9.0,7.0,0.156,0.65,20.91
mas 9.0x7.0,mas,9.0,7.0,0.149,0.7,19.6
mas 9.0x7.0,mas,9.0,7.0,0.141,0.75,18.41
mas 9.0x7.0,mas,9.0,7.0,0.131,0.8,17.26
mas 9.0x7.0,mas,9.0,7.0,0.119,0.85,16.11
mas 9.0x7.0,mas,9.0,7.0,0.105,0.9,15.08
mas 9.0x7.0,mas,9.0,7.0,0.085,0.95,13.93
mas 9.0x7.0,mas,9.0,7.0,0.065,1.0,12.78
ma 11.0x4.0,ma,11.0,4.0,0.157,0.15,27.86
ma 11.0x4.0,ma,11.0,4.0,0.147,0.2,28.54
ma 11.0x4.0,ma,11.0,4.0,0.148,0.25,26.91
ma 11.0x4.0,ma,11.0,4.0,0.152,0.3,23.1
ma 11.0x4.0,ma,11.0,4.0,0.156,0.35,19.71
ma 11.0x4.0,ma,11.0,4.0,0.159,0.4,17.38
ma 11.0x4.0,ma,11.0,4.0,0.16,0.45,15.62
ma 11.0x4.0,ma,11.0,4.0,0.16,0.5,13.98
ma 11.0x4.0,ma,11.0,4.0,0.158,0.55,12.51
ma 11.0x4.0,ma,11.0,4.0,0.156,0.6,11.26
ma 11.0x4.0,ma,11.0,4.0,0.153,0.65,10.23
ma 11.0x4.0,ma,11.0,4.0,0.148,0.7,9.3
ma 11.0x4.0,ma,11.0,4.0,0.142,0.75,8.57
ma 11.0x4.0,ma,11.0,4.0,0.135,0.8,7.77
ma 11.0x4.0,ma,11.0,4.0,0.126,0.85,7.06
ma 11.0x4.0,ma,11.0,4.0,0.117,0.9,6.43
ma 11.0x4.0,ma,11.0,4.0,0.102,0.95,6.05
ma 11.0x4.0,ma,11.0,4.0,0.087,1.0,5.68
ma 11.0x6.0,ma,11.0,6.0,0.152,0.15,32.31
ma 11.0x6.0,ma,11.0,6.0,0.147,0.2,35.95
ma 11.0x6.0,ma,11.0,6.0,0.149,0.25,34.78
ma 11.0x6.0,ma,11.0,6.0,0.154,0.3,30.11
ma 11.0x6.0,ma,11.0,6.0,0.158,0.35,25.94
ma 11.0x6.0,ma,11.0,6.0,0.16,0.4,23.28
ma 11.0x6.0,ma,11.0,6.0,0.16,0.45,21.16
ma 11.0x6.0,ma,11.0,6.0,0.16,0.5,19.17
ma 11.0x6.0,ma,11.0,6.0,0.159,0.55,17.5
ma 11.0x6.0,ma,11.0,6.0,0.156,0.6,16.06
ma 11.0x6.0,ma,11.0,6.0,0.153,0.65,14.73
ma 11.0x6.0,ma,11.0,6.0,0.148,0.7,13.49
ma 11.0x6.0,ma,11.0,6.0,0.142,0.75,12.51
ma 11.0x6.0,ma,11.0,6.0,0.135,0.8,11.53
ma 11.0x6.0,ma,11.0,6.0,0.127,0.85,10.51
ma 11.0x6.0,ma,11.0,6.0,0.117,0.9,9.47
ma 11.0x6.0,ma,11.0,6.0,0.104,0.95,8.58
ma 11.0x6.0,ma,11.0,6.0,0.091,1.0,7.7
ma 11.0x7.0,ma,11.0,7.0,0.15,0.15,34.62
ma 11.0x7.0,ma,11.0,7.0,0.145,0.2,39.58
ma 11.0x7.0,ma,11.0,7.0,0.147,0.25,38.36
ma 11.0x7.0,ma,11.0,7.0,0.152,0.3,32.99
ma 11.0x7.0,ma,11.0,7.0,0.157,0.35,28.34
ma 11.0x7.0,ma,11.0,7.0,0.159,0.4,25.34
ma 11.0x7.0,ma,11.0,7.0,0.16,0.45,22.92
ma 11.0x7.0,ma,11.0,7.0,0.159,0.5,20.66
ma 11.0x7.0,ma,11.0,7.0,0.158,0.55,18.64
ma 11.0x7.0,ma,11.0,7.0,0.156,0.6,16.87
ma 11.0x7.0,ma,11.0,7.0,0.152,0.65,15.32
ma 11.0x7.0,ma,11.0,7.0,0.146,0.7,14.01
ma 11.0x7.0,ma,11.0,7.0,0.14,0.75,12.93
ma 11.0x7.0,ma,11.0,7.0,0.133,0.8,11.97
ma 11.0x7.0,ma,11.0,7.0,0.124,0.85,10.96
ma 11.0x7.0,ma,11.0,7.0,0.115,0.9,9.99
ma 11.0x7.0,ma,11.0,7.0,0.102,0.95,8.93
ma 11.0x7.0,ma,11.0,7.0,0.089,1.0,7.86
ma 11.0x8.0,ma,11.0,8.0,0.159,0.15,35.04
ma 11.0x8.0,ma,11.0,8.0,0.145,0.2,41.53
ma 11.0x8.0,ma,11.0,8.0,0.146,0.25,41.45
ma 11.0x8.0,ma,11.0,8.0,0.151,0.3,37.33
ma 11.0x8.0,ma,11.0,8.0,0.155,0.35,32.95
ma 11.0x8.0,ma,11.0,8.0,0.158,0.4,29.67
ma 11.0x8.0,ma,11.0,8.0,0.159,0.45,26.92
ma 11.0x8.0,ma,11.0,8.0,0.159,0.5,24.5
ma 11.0x8.0,ma,11.0,8.0,0.158,0.55,22.46
ma 11.0x8.0,ma,11.0,8.0,0.156,0.6,20.65
ma 11.0x8.0,ma,11.0,8.0,0.153,0.65,19.0
ma 11.0x8.0,ma,11.0,8.0,0.148,0.7,17.5
ma 11.0x8.0,ma,11.0,8.0,0.143,0.75,16.29
ma 11.0x8.0,ma,11.0,8.0,0.136,0.8,15.19
ma 11.0x8.0,ma,11.0,8.0,0.128,0.85,14.03
ma 11.0x8.0,ma,11.0,8.0,0.119,0.9,12.94
ma 11.0x8.0,ma,11.0,8.0,0.104,0.95,11.33
ma 11.0x8.0,ma,11.0,8.0,0.09,1.0,9.7
ma 9.0x4.0,ma,9.0,4.0,0.153,0.15,30.18
ma 9.0x4.0,ma,9.0,4.0,0.148,0.2,32.66
ma 9.0x4.0,ma,9.0,4.0,0.149,0.25,31.47
ma 9.0x4.0,ma,9.0,4.0,0.154,0.3,26.99
ma 9.0x4.0,ma,9.0,4.0,0.159,0.35,23.27
ma 9.0x4.0,ma,9.0,4.0,0.161,0.4,21.06
ma 9.0x4.0,ma,9.0,4.0,0.161,0.45,19.25
ma 9.0x4.0,ma,9.0,4.0,0.161,0.5,17.6
ma 9.0x4.0,ma,9.0,4.0,0.16,0.55,16.14
ma 9.0x4.0,ma,9.0,4.0,0.158,0.6,14.96
ma 9.0x4.0,ma,9.0,4.0,0.154,0.65,13.83
ma 9.0x4.0,ma,9.0,4.0,0.149,0.7,12.99
ma 9.0x4.0,ma,9.0,4.0,0.143,0.75,12.28
ma 9.0x4.0,ma,9.0,4.0,0.135,0.8,11.69
ma 9.0x4.0,ma,9.0,4.0,0.127,0.85,10.92
ma 9.0x4.0,ma,9.0,4.0,0.118,0.9,10.17
ma 9.0x4.0,ma,9.0,4.0,0.105,0.95,9.28
ma 9.0x4.0,ma,9.0,4.0,0.091,1.0,8.38
ma 9.0x6.0,ma,9.0,6.0,0.152,0.15,33.41
ma 9.0x6.0,ma,9.0,6.0,0.146,0.2,37.35
ma 9.0x6.0,ma,9.0,6.0,0.148,0.25,37.66
ma 9.0x6.0,ma,9.0,6.0,0.152,0.3,34.46
ma 9.0x6.0,ma,9.0,6.0,0.156,0.35,30.73
ma 9.0x6.0,ma,9.0,6.0,0.159,0.4,27.7
ma 9.0x6.0,ma,9.0,6.0,0.159,0.45,25.27
ma 9.0x6.0,ma,9.0,6.0,0.159,0.5,23.09
ma 9.0x6.0,ma,9.0,6.0,0.157,0.55,21.22
ma 9.0x6.0,ma,9.0,6.0,0.155,0.6,19.54
ma 9.0x6.0,ma,9.0,6.0,0.152,0.65,18.03
ma 9.0x6.0,ma,9.0,6.0,0.146,0.7,16.76
ma 9.0x6.0,ma,9.0,6.0,0.141,0.75,15.68
ma 9.0x6.0,ma,9.0,6.0,0.133,0.8,14.8
ma 9.0x6.0,ma,9.0,6.0,0.124,0.85,13.79
ma 9.0x6.0,ma,9.0,6.0,0.114,0.9,12.5
ma 9.0x6.0,ma,9.0,6.0,0.098,0.95,11.42
ma 9.0x6.0,ma,9.0,6.0,0.081,1.0,10.34
